sentiment,message,tweetid
-1,"Head, meet desk.'

I don't share the climate change zealotry of the Left, but action and American leadership are nÃ¢â‚¬Â¦ https://t.co/No4Acq4yQo",44976
-1,RT @_Makada_: Pope Francis gave Trump a book of his writings on 'climate change.' He wants to tax cars while he lives in a palace &amp; flies a…,499365
-1,RT @antiecm: They will go back to global warming soon. See Winter is over and Summer is coming. Why are so confused? You are ri…,989346
-1,"RT @SoCal4Trump: Last year the government spent $700,000 of your tax dollars on a climate change musical. This is the WASTE that the…",936648
-1,"@Vickigr81567276 Yeah, so it's important to note that 94% have not said that man is the main cause of climate change.",76405
-1,@RealGSalvador @secupp So what caused climate change before man ca.e along? Dinosaur farts?,649822
-1,@DonaldJTrumpJr I swear you guys better not pass gas cause they will pile on trying to say Trump is trying to speed up global warming!!,450168
-1,@mkmm_avemaria Hard-working miners are losing jobs b/c of senseless 'global warming' policies by our big govt bureaucrats. Good protest.,91961
-1,"That said, I still see no absolute agreement among science community that ppl are the main cause of global warming. https://t.co/YnGKc2RhmG",768111
-1,@KIR_bigg50 @KamalaHarris NOBODY SAYS THERE's NO CLIMATE CHANGE. it's man-made global warming that's the junk science. STOP LYING.,599469
-1,"RT @EladHutch: Sharia law has hurt more people than, 'climate change'. #Fact

#MarchAgainstSharia",453336
-1,"RT @DixonDiaz4U: Liberals: Weather is not the same as climate.

Also Liberals: See this bad weather? That's climate change.",292905
-1,RadioAnswer: What are they smoking? Green Party blames World Series rain delay on global warming Ã¢â‚¬Â¦ https://t.co/mZDqPqnov4,164214
-1,Yes I pray that you stop being a shill for climate change. There is no climate change it's a scam. https://t.co/R5cTkhcgAA,632808
-1,"RT @BrosukeH: It's also why the liberals want to stop global warming

Their lizard overlords are literally being COOKED ALIVE",142997
-1,"RT @SonofLiberty357: As a Texan, I totally believe in climate change, in Texas we call it seasons. #climatemarch",811735
-1,"RT @timgw37: Surprise TRUTH about global warming revealed, liberals SILENT… https://t.co/QX4pmZ9bn6 https://t.co/nC2Y1we389 AllenWest

Surp…",502437
-1,"RT @shelliecorreia: The term 'climate change', was coined to give them a free pass on the climate.  Whether it is hot or cold, it is al… ",351267
-1,"RT @SouthLoneStar: Mentally disabled liberals protesting against climate change.
They completely lost touch with reality.
#climatemarch htt…",700958
-1,RT @JunkScience: Exclusive Photo! American Meteorological Society meets to attribute 2016's bad weather to climate change.…,689374
-1,@SethMacFarlane Seth why ru so concerned about global warming pal? What about real issues like Donald trumps tupee,190503
-1,RT @LifeSite: Vatican helps the Catholic Left elect Democrats by creating a new ‘non-negotiable’: climate change. https://t.co/dCPbmvv8n7,242298
-1,RT @Stevenwhirsch99: Wake up libs! Radical Islamic terrorism is a much bigger threat than climate change. We're lucky to have a POTUS wh…,541305
-1,@ABCPolitics Truth about climate change. #buffoons https://t.co/Ihm8xu1mNn,379626
-1,"Doomsday forecasters have changed the narrative from the coming ice age, global warming then climate change....they finally picked scenario",953950
-1,@ABC well there's all your answer to your droughts that you've been having.    If it's dry Or raining The climate change mantra goes on &amp; on,993481
-1,@DanielJHannan They literally called climate change racist. Brexit and Trump prove the word has been stripped of all importance,34677
-1,World leaders duped by manipulated global warming data https://t.co/vA75dsZhwZ @realDonaldTrump spot on with your gut feelings,334920
-1,"1999: you'll die due the Y2K Bug. 2008: ditto, climate change. 2016: all you own will be hacked. Not quite, say IÃ¢â‚¬Â¦ https://t.co/9pgFmFDhcE",810915
-1,RT @ian_mckelvey: Republicans don't ignore 'climate change'. We simply recognize it for what it is: a very large-scale wealth redistr…,77465
-1,FOX NEWS PANELIST: Al Franken arranged so-called climate change to distract from newly uncovered jobs numbers crisis #benghazi,161486
-1,@RachelBronson1 There is no climate change.This is a liberal talking point to control people!The climate has been changing for millions yrs!,874452
-1,RT @SteveSGoddard: The IPCC is a governmental organization whose sole purpose from day one was to push global warming propaganda. https://t…,264177
-1,"RT @RonNehring: If the 'solution' to 'climate change' was lower taxes, smaller government, and more freedom, would leftists still be intere…",41311
-1,#QandA Just listen to these slimy politicians sell man-made climate change like sleazy used car salesmen,281655
-1,RT @BobRey77: Some millennials actually believe that they are going to die young because of climate change. How stupid is that?Ã¢â‚¬Â¦,521294
-1,"RT @realDonaldTrump: It's freezing outside, where the hell is 'global warming'??",135507
-1,@TamiMarie9 @Alyssa_Milano global warming? Lol come on the earth is millions or billions of years old and all of sudden the world will melt?,252173
-1,ANONYMOUS RELEASE SHOCKING DOCUMENTARY let's hear less about global warming and more about GMO. https://t.co/vMJEez7der,313808
-1,"RT @BasedElizabeth: Liberals are more worried about Islamaphobia (which they invented, kind of like global warming) than they are about…",93094
-1,RT @davidharsanyi: Does it bother any of these preening journalists that climate change predictions have been laughably wrong for the past…,458737
-1,@DeplorableMan21 have the thing is climate change is cyclical,628570
-1,@franzstrasser @PrisonPlanet global warming is the biggest crock of shit ever uttered a scam for control and $$,529517
-1,RT @akselgarry: Don't need to worry about climate change in Europe. In time the Muslims will have killed everyone before mother nat…,650964
-1,"RT @TheRenewALL: 'Hello viewers of #CNN There is NO global warming'
Founder of weather channel to #CNNisISIS

#Trump #DrainTheSwamp…",715178
-1,RT @SteveSGoddard: Worried about climate change https://t.co/mTRhhZvz1A,204754
-1,RT @redsteeze: That's not climate change currently turning your city into a war zone https://t.co/lkqGYLwAtw,2703
-1,RT @daveaps39: @KGBVeteran Aren't these the same assholes screaming global warming so they light a diesel generator on fire and create haza…,461950
-1,RT @DylanHBroady: Inner-city neighborhoods have become WAR ZONES but 'global warming' is our biggest issue? NO JOBS but 'transgender' issue…,146347
-1,"@AndyOz2 @AndyMeanie lol lol 15,000 years? Why Al gore the 'high priest of climate change' said by 2015 San Francisco would be underwater🤡",309458
-1,"PROBLEM: DELUSION AUTHORITARIAN LEFT ACCEPTS NO DISSENT

Tucker battles Nye the Science Guy/ global warming… https://t.co/1kcTKIcat3",635585
-1,"RT @DavidLimbaugh: Analogously, if you adopt all the Left’s draconian climate change policies you don’t change mean temperature appreciably…",812115
-1,"@Redone68 well, but there is no doubt abt climate change, the controversial is abt the anthropogenic cause, for purely political reasons!",804926
-1,RT @realDonaldTrump: Windmills are the greatest threat in the US to both bald and golden eagles. Media claims fictional Ã¢â‚¬Ëœglobal warmingÃ¢â‚¬â„¢ isÃ¢â‚¬Â¦,159360
-1,"I don't recall Obama's team meeting with climate change skeptics, yet the news will tell you that we're the 'intole… https://t.co/8P1NHbokkA",667756
-1,"RT @sean_spicier: You know they're going to ruin it w/all the, 'What the eclipse tells us about climate change' hysteria in the aftermath
#…",396278
-1,"RT @TedKaput: Liberal tears may soon beat climate change as the leading cause of rising sea levels.#TrumpRiot
We are theÃ¢â‚¬Â¦",789101
-1,"RT @PolitixGal: When govt controls scientific research via grant money, there is no truth, only agenda. Obama Regime pushed global warming.",316086
-1,"RT @mitchellvii: In case you worried about Trump meeting Al Gore, he just tapped a major manmade climate change denier to head the EPA. Lib…",99317
-1,RT @SteveSGoddard: The global warming is bad in New York today https://t.co/9QuNwyk0pk,370478
-1,"RT @RyanMaue: Just read through the study supposedly entirely refuting Scott Pruitt on climate change. Nope, they actually confirmed exactl…",652808
-1,RT @MikePenceVP: Nice to see @ElonMusk complaining about climate change while he's flying around in his Private Jet. Hypocrite! https://t.…,908903
-1,"RT @KiranOpal: Communist agenda:

9pm: read a bedtime story to the kids about how climate change was reversed by collective innovation &amp; co…",491010
-1,Up to 18 inches of global warming to dump on NYC https://t.co/EoWL9ckJEw,949203
-1,RT @saifedean: The idea that there is a consensus among scientists on CO2 emissions causing global warming only exists in media &amp; PR releas…,566946
-1,@FriendsOScience @00Kevin7 @manny_ottawa @EcoSenseNow @YouTube i was obviously misled by nasa's ice core global warming scare.,349282
-1,Europe has tons of money for global warming so it's time for them to pay for their own defense https://t.co/wUT1vW0MrV #MAGA,375937
-1,"RT @joelpollak: If you pretend the first Category 3 hurricane in 12 years has anything to do with global warming, you're not a scie…",237639
-1,"RT @loftyjester: Of course they have, fuck all to do with FAKE climate change, all to do with trade partnerships. https://t.co/8OHfpgWybC",763763
-1,&gt;&gt;131262514 &gt;Liberals now think Summer is global warming,416326
-1,"@PrisonPlanet @Kittens4milk Collusion is to Russia hacked the election, as Climate change is to global warming

#LiberalHysteria",985238
-1,Sally Kohn’s latest evidence of climate change proves she is ‘not a smart person’ https://t.co/NjvV0pUtbN via @twitchyteam,827631
-1,@sciencerocks156 Next 4 years R very critical 4 US &amp; the world.Islamism is a much bigger threat than global warming 4 the Earth @TarekFatah,165821
-1,"RT @Cernovich: Same 'experts' who said Hillary would win claim 'climate change' is real. LOL! Go away, morons, you know nothing and you losÃ¢â‚¬Â¦",801872
-1,RT @CampersHaven: @docdhj @warrenwarmachi1 Thank you @realDonaldTrump climate change is a fake and a way to get money for globalist,731040
-1,"@bruneski ...because obozo, lib's serving Soros and the global socialist agenda AKA global warming worked so much better for USA!",863976
-1,RT @SteveSGoddard: California is suffering some particularly severe global warming this year https://t.co/Fprtma5uI8,472552
-1,"RT @petefrt: Exposed: How world leaders were duped into investing billions over manipulated global warming data 

#tcot #p2…",579092
-1,@PrisonPlanet @DrJillStein and so now I'm burning a tire in my back yard. Sending smoke signal 'man made climate change is merely a tax.',549582
-1,Doubt he'll be so convinced about global warming after visiting Embra. #leowatch https://t.co/4kFq6aWF2O,537199
-1,@PrisonPlanet @staugy 'Tantrums based on fear of change' is the global warming movement,299696
-1,@AnnCoulter Good idea. I personally think gun control is the answer to global warming. It has to be the burning gunpowder that is doing it!,181502
-1,RT @USFreedomArmy: Climate change (proven). Man-made global warming (unproven). Separate fact from fiction at http://t.co/WG8xVIFdVZ. httpÃ¢â‚¬Â¦,243384
-1,"RT @PolitiBunny: You just proved my point - if climate change were a thing, banning hunting wouldn't matter. Bears would be dying an…",101665
-1,@SuperWahsum They have their own religion now called climate change.,67913
-1,@Senator777 @mynameisNegan And @algore owns a condo in a San Fran flood zone - guess he doesn't believe in climate change after all,362750
-1,@adamcurry OMG watch this very good anti-global warming response. https://t.co/vCkMU7Fqfd,719896
-1,"Dear global warming, 
Why couldn't you be real? 

Signed, 
A very confused person wondering why it's snowing in North Carolina right now",739011
-1,RT @InfidelAnna: @RobinWhitlock66 because of 'climate change''?? Stop making me laugh 😂😂😂😂,85240
-1,"RT @RealAssange: Just a thought:

I cant remember if @algore invented the internet before or after he invented global warming.",899389
-1,RT @kwilli1046: CNN's Brian Stelter destroyed by Weather Channel founder John Coleman over global warming. It is a hoax. https://t.co/POzl…,494534
-1,"@abcnews I'm only thankful, that the Liberal Party has debunked climate change as a myth, otherwise, we'd REALLY be in the sh*t wouldn't we!",269703
-1,RT @LiberalLogic123: Liberals are always talking about how science confirmed climate change but at the same time talking about how there…,464269
-1,"RT @mitchellvii: Larry King, 'Everyone can tell there's global warming!' Really? Even believers say its been about 1 degree in 100 years. C…",74324
-1,"RT @PaulCarfoot: No Scientist denies climate change, #climate is changing all the time, whether it be warming or cooling, it always… ",769445
-1,@CraigRSawyer But but but ... global warming! Won't somebody think of the weather?,995708
-1,"Freakin hell one minute we have global warming, next it's bloody ice age. Who comes up with this crap? Political poÃ¢â‚¬Â¦ https://t.co/eqkUZQLyhi",796868
-1,"RT @geertwilderspvv: No Mr. President terrorism is not linked to climate change but to Islam. 

I will spell it for you: 

I S L A M https:…",711071
-1,There has been no statistically significant global warming in about 17 years. #climate,930214
-1,RT @Pris0nPlan3t: Anyone lecturing me about the 'science' behind global warming explain this 'science'; I was born with 1 ball &amp; 11 toes. F…,335202
-1,"@MikeBastasch When you make a good living off of 'man-caused' climate change', that's all you focus on.",503535
-1,@AllenWest Still did not dawn on them that their settled science of global warming could be wrong,537632
-1,RT @martinhume: EPA Chief admits that carbon dioxide is not a primary contributor to global warming – https://t.co/Z7XAj7Vo83 https://t.co/…,172248
-1,Another global warming argument bites the dust: No Increase in Global Drought Over Past 30 Yrs: https://t.co/H6D8Qy0CZs #ClimateScam #PJNet,32002
-1,"RT @joshgremillion: .@BarackObama screeched and cried about global warming. Now retired, he is on a 400 ft yacht in Tahiti. #Hypocrite #mag…",116025
-1,@notuggs @CNN Like lying about global warming and becoming a multi millionaire off it?,285120
-1,RT @USFreedomArmy: The real global warming based on BHO foreign policy. Fight back for America. Enlist ----&gt; http://t.co/oSPeY3QMpH. http:/…,391881
-1,RT @cosmofghjkl: not buying into that jewish global warming propaganda or whatever,271599
-1,@JDAdams6 @AJBreturns Damn! Add climate change denier to the list of my character faults.,579164
-1,RT @ClimateTruthNow: The science fiction of man-made global warming is rapidly being exposed by legitimate climate science: https://t.co/j6Ã¢â‚¬Â¦,757739
-1,RT @YeahKenOath: @TurnbullMalcolm If you and your climate change wanker set hadn't dictated that we had to save the world by cutting…,362035
-1,RT @JoePcbfirearms: @kbari12 @gato_gator @weeklystandard that's what the global warming agenda was really about. Contracts. Wake up! #corr…,322809
-1,@Gizmodo the fact that 'climate change' is being used to tax global pop and all tax goes offshore to be used by elites makes me very...,186801
-1,@Peggynoonannyc @Navista7 Agree.'Man-made climate change' must B taken on faith.It's now a central tenet 4 most environmental groups...,826992
-1,RT @Doc_0: The Great Anti-Trump Bellwether Election is like global warming: the apocalypse is rescheduled each time it fails to materialize.,548695
-1,@FoxNews doubt it. He saw Macrons wife with her hideous tan and realized global warming must be real lol.,167733
-1,@SenatorMRoberts It's funny how the global warming nutters refuse to ever debate anyone who is skeptical. Almost li… https://t.co/TcZlE1EYwe,758426
-1,"RT @SteveSGoddard: - @NASA has tripled global warming since the year 2000, during a time when satellites show no temperature increase.Ã¢â‚¬Â¦",209267
-1,RT @JaredWyand: It's not. Man made climate change isn't real at all lol. https://t.co/8YEpHb2OLu,143702
-1,"RT @ABPolitical: This has NOTHING to do with the 'climate change' SCAM &amp; EVERYTHING to do with funding the RADICAL UN, agenda 21Ã¢â‚¬Â¦",41791
-1,This accord was never about climate change. It was always about globalism and the UN taxing American business. Well… https://t.co/2bQ0cgZxhG,95160
-1,"RT @NotJoshEarnest: As usual, we're right again. Yesterday's hijacking was all about climate change. The hijackers wanted to trade Libya's…",474058
-1,RT @jerome_corsi: In one hour TRUMP ANNOUNCES -- USA completely PULLS OUT of PARIS CLIMATE ACCORD - will cause looney left climate change h…,283231
-1,"@saeverley @Reuters My Dad once said, ' economic development can be used justify bout anything  ', nowadays the catchall is climate change",832347
-1,"RT @trutherbotgreen: Evidently some of you have never seen that @algore's chart shows CO2 levels increase FOLLOWING global warming, rather…",389686
-1,"RT @pablothehat: @NickFerrariLBC 
How world leaders were duped into investing billions over manipulated global warming. 
https://t.co/Bugxk…",531512
-1,The same people who want us to take their 'sky is falling' warnings about 'climate change' seriously talk about 'imaginary heartbeats.' 🙄,611499
-1,RT @ppalotay: Another day in paradise lost #toronto #chemtrails #geoengineering #srm global warming hoax https://t.co/tISDih83cy,59398
-1,Al Gore is a fraud and refuses to debate global warming: https://t.co/etnvdR0kyc,448442
-1,@IowaClimate This is what climate change is all about. Enriching scam artists and lobbyists with tax dollars.,177524
-1,"RT @SwampBabe813: @UKMoments Wait, I thought climate change was a bigger threat than ISIS. where is the rabid faux outrage now, snowflakes??",253372
-1,RT @Mrfarrago: “catastrophic man-made global warming” is nothing more than an elaborate hoax  https://t.co/RU0xoqgD79 https://t.co/1PJ7Rdby…,753059
-1,RT @lovabledeplora1: @nytimes Wow.. this is profound insight.. better let the global warming folks know cause their cause is proven FAKE no…,635437
-1,"RT @LemieuxLGM: Or for the federal courts being packed by judges who think the 15th Amendment is a myth, like global warming https://t.co/0…",792036
-1,"RT @LindaSuhler: The NOAA global warming fraud just revealed is what happens if you pay ppl to PROVE a hypothesis.
You get BAD science &amp; WO…",802552
-1,@realTurdReich @CNNPolitics O come on where's you sense of adventure. Dems cooked the books (hint) no such thing as global warming,549359
-1,"You kidding? Top notch science also states, pumping dozens vaccines &amp; drugs in children ok, global warming. But no… https://t.co/EKhcSt6Uso",692264
-1,"Precisely! 
Science joined the grifters climate change con game becuz it's ridiculously profitable. They fleece Chi… https://t.co/wVzgEqwouo",905155
-1,RT @mikandynothem: Antarctic ice at record high levels. Scientists cannot explain the expanding ice with fabled 'global warming'.…,151275
-1,RT @DRUDGE_REPORT: Veers off script on 'climate change'... https://t.co/Yaza76fpD5,815326
-1,Al Gore is a fraud and refuses to debate global warming https://t.co/EVN6jjUfyq,871098
-1,RT @Ted_Macc: @ElGrumpisimo Since it's conception climate change has had different names to suit the agenda. 30 years of predictions haven'…,861222
-1,RT @sarahlyonsinc: There is no such thing as man made climate change. Problem solved. #StepsToReverseClimateChange https://t.co/LXq9vtEzVG,779000
-1,RT @realDonaldTrump: The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.,868805
-1,"@PrisonPlanet @infowars 
These the same people preach climate change as scientific fact",412473
-1,@MMFlint the great global warming swindle,663022
-1,"just had very disconcerting thought, many influential policy makers believe in anthropogenic global warming/climate… https://t.co/nW89akrXmG",855503
-1,#MAGA �� White House calls climate change funding 'a waste of your money' – video https://t.co/frZqvjyoTD ⬅️See Here https://t.co/czLF2sbRxe,261110
-1,"RT @BIZPACReview: Whistleblower admits scientists manipulated data, making global warming seem worse to help Obama… ",994443
-1,RT @AMike4761: CON ARTIST Al Gore group demands $15 trillion to fight global warming #ma4t https://t.co/R5LJ…,797817
-1,"RT @mmccdenier: The Trudeau gov luvs 2 call Cdns who don't believe man-made global warming, “climate deniers.”
That would be me https://t.c…",415342
-1,RT @theboltreport: WATCH: The former head of Australia's National Climate Centre says we shouldn't be panicked by the global warming s…,908520
-1,Punked! Peer-reviewed journal publishes hoax study attributing climate change to… https://t.co/SM5mIUp6s5 #climatechange via @ClimateDepot,95931
-1,RT @foxandfriends: .@GiannoCaldwell: For Al Gore to compare civil rights to climate change shows the Dem Party isn’t ready to offer re…,255799
-1,NOAA got caught faking global warming temperature data… so where is the apology for spreading fake science?… https://t.co/U6iIjc6OW9,646122
-1,"RT @NatShupe: So Obama and Hillary had nothing to do with this, climate change caused this.  Got it. https://t.co/nZ1Mfz0JX2",740357
-1,"Scientists, environmental activists protest in Boston against threat to science https://t.co/Kq26lsuJus morons believe phony climate change",480989
-1,RT @AMike4761: Looney Denmark calls for tax on red meat because cattle flatulence 'is causing climate change' | Daily Mail Online https://t…,349945
-1,"@TammyOnorato go for reasons other than climate change, and it's possible that the climate has been changing independent of humans as well.",158520
-1,RT @CrazyinRussia: Russians are sick of your global warming. https://t.co/YvhHzqBCDs,675381
-1,"RT @SteveSGoddard: We can focus on actual environmental problems, rather than imaginary climate change. https://t.co/1tacFWvnfg",219964
-1,RT @SteveSGoddard: Democrats believe that imaginary climate change is the most serious threat the world faces. It is much easier than…,697444
-1,@DasSchmagimator @Thank_Me_L8er @DRUDGE_REPORT @business Aren't the Russians behind global warming? #BlameRussia #RussiaGate,534883
-1,The climate changes; always has and always will. Can man change the climate? Can a trace gas (0.04%) change the climate? Only in dreams.....,13700
-1,@CNN is irrelevant. Trump bashing and global warming. no answers just perceived liberal problems. glass half empty. no hint of solutions ��,227502
-1,@Glen4ONT @TheAgenda @spaikin What a scam this is. Fighting climate change by increasing taxes. What a joke.,855698
-1,"@thehill NOTICE to states who need help with 'climate change':

When hot, roll windows down; when cold, roll 'em up.
https://t.co/6u0mIJzzTN",140404
-1,RT @jchr5667: BBC News concentrates on Trump &amp; global warming with great negativity. Trump will out the GW liars &amp; engage sensible science.,59492
-1,"@SlFrexit @Scaramucci The guy is anti gun, pro climate change, married a Jewess &amp; trusted a reporter on his 1st day… https://t.co/jdVP7rLeq8",183295
-1,@witchingbones global warming is a myth ;),255184
-1,"RT @AssaadRazzouk: Here we go again: Reckless G20 wants to ramp up global warming dangers

#climate https://t.co/AkVoHmEWx5",773219
-1,Let’s take the lead on a serious worldwide counterterror force to replace the silly global warming non-binding and said yes.,713584
-1,"@Ah_Science First of all, I look at the spiritual first and like in climate change hoax there is a clear antichrist bias so not true science",88229
-1,RT @SteveSGoddard: The global warming is particularly bad here in Colorado today. https://t.co/JlA0IjSihv,441353
-1,RT @reveldor85: Does our Prime Minister really believe that global warming happened in 2016. Please tell him that it started 300 years ago.,469577
-1,RT @mindthet: Libtards get so triggered by healthcare and climate change now if you'll excuse me I have to bust my door down beca…,881098
-1,RT @PrisonPlanet: A bunch of Oxford elitists want to tax the food of poor people because 'climate change'. How about fuck off instead? httpÃ¢â‚¬Â¦,940787
-1,"LOL Oops, weather, right, I forgot, climate change is the code name we used for voter import program. Raised on cod… https://t.co/UtVSS3tfpZ",201102
-1,RT @realDonaldTrump: The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.,686561
-1,@washingtonpost Man made climate change-one of the biggest lies perpetrated on the world.Easy fix-stop deforestation but no money in that,523624
-1,RT @tan123: Brainwashed kid (10): 'The world is just going to become bleak and boring if we don’t stop (climate change)' https://t.co/PG84L…,948516
-1,"If lefties are so worried about climate change &amp; methane gas, they should clean up the fish shit in our oceans! ��",641966
-1,@ClimateReality Sorry. I don't believe in climate change. I think it's a big sham to get more tax dollars that should be going elsewhere.,890959
-1,"RT @SenatorMRoberts: Yes. A 300,000 paper on the flaws of climate change scams. I have a website with all of my research. https://t.co/y8NVÃ¢â‚¬Â¦",982286
-1,"Al Gore wants $15 trillion dollars (yes, TRILLION) to fight imaginary climate change: (Natural News) Some things…… https://t.co/KNDvmNOK2W",226475
-1,RT @JohnColemanMRWX: A bombshell about the bad CO2 science about climate change. Dr John Bates retires from NOAA and spills the beans.…,111738
-1,"RT @spark_show: Christ. 
This is why we will be wiped out in the future. Not climate change. This. 
#PussyGeneration https://t.co/zpfzBNmtQt",408489
-1,"@infowars We already know there is not global warming, but solar system warming; and the cause is Planet X. Bunkers… https://t.co/vs9NX3wiUv",448514
-1,RT @TeamTrump: .@realDonaldTrump will cut taxes &amp; cancel billions in global warming payments to the UN so we can use that money toÃ¢â‚¬Â¦,300928
-1,Shitlibs &amp; their $masters losing their shit over EPA pick bc he will expose the 'climate change' taxpayer scam &amp; redirect funds efficiently,865349
-1,RT @hrkbenowen: Bill Nye whines at CNN for having actual SCIENTIST on who doesn’t support climate change doctrine https://t.co/T18ye2dxfg,27214
-1,RT @peacelovedixie: @CraigRBrittain @balkan_princeza Can we please stop calling it 'climate change research' and call it what it is: social…,17312
-1,@lindamama02 @Celinabean723 @ateacher97 @Dena Obama is a weak man who did NOTHING except speak of climate change while the world is burning.,100447
-1,"RT @NewtTrump: The Trump administration just disbanded a useless federal advisory committee on 'climate change'

Drain the Swamp! https://t…",186714
-1,RT @darreljorstad: Funny as hell! Canada demands 'gender rights' and 'climate change' in a trade deal while Soviet dairy boards untouc…,735940
-1,"RT @Stevenwhirsch99: Thankfully, America has a President that recognizes Radical Islamic Terrorism is a bigger threat than climate change.…",922713
-1,"Without global warming no need for global taxes to fight it.
No taxes no World wide gov!

https://t.co/hlKFLeHwWF... https://t.co/l2eqbkZKmO",126499
-1,"Gosh, It's cold in the morning and hot in the afternoon in a desert...must be climate change.",869303
-1,Pres Trump why don't you tell the war mongol to stop with global warming is and worry about pissing of the Russians remind they have nukes,232393
-1,RT @npnikk: Obama debunks global warming hoax - that is THREAT from SPACE he afraids .. STUNNNING ... https://t.co/SKQB22fTbw,185698
-1,"RT @MattWakhu: RT “@realDonaldTrump It's freezing outside, where the hell is 'global warming'??” https://t.co/4oYYIwZcbN",61997
-1,good morning everyone except not those annoying orange climate change ppl,101252
-1,RT @ClimateDepot: ALERT: A Joyful Day in DC! White House declares 'global warming' funding is ‘a waste of your money’ https://t.co/ENdEOhEM…,574051
-1,"@SincDavidson everything is global warming, even snow. Even global cooling would be global warming. Silly Sinc.",684603
-1,RT @blkahn: Aaaaaand @GreenPartyUS deleted their global warming rain tweet but in case you missed the stupid https://t.co/38dKZftu4n,672202
-1,"The kids suing the government over climate change are our best hope now' @Slate
For years I've said... w/ kids like these, we have no hope.",432414
-1,RT @Stevenwhirsch99: Obama can take a 747 plane to rally for Hillary and then ask us (tax-payers) to support 'climate change'. Hypocrite muÃ¢â‚¬Â¦,786908
-1,@shane_allenn @DebraAnn_ @FoxNews global climate change and regulations that make it 2 expensive 2 start an American business,13462
-1,"@edyong209 @niltiac @voxdotcom 
Oh please. If you are so sure of global warming, why do you stifle and ban research into other hypothesis?",647558
-1,@charlescwcooke @benshapiro Add all the disclaimers you want -- steering an inch from the climate change doctrine l… https://t.co/mHxvDShqPn,727024
-1,".@DailyCaller Ah, yes I remember when global warming was blamed for Katrina and every year the hurricanes would be more numerous &amp; violent.",881472
-1,"RT @SteveSGoddard: After ten years of intensive study, I have reached the unavoidable conclusion that the people pushing climate change are…",488696
-1,AL gore compared global warming to the civil rights movement. He should know his father sen.voted against every civil rights bill,914850
-1,RT @SheriffClarke: Going where? One last joyride on taxpayers dime. Will global warming zealots chastise him for the carbon emissions?…,799301
-1,@BernieSanders I see you and all your climate change cronies r still riding n flying gas guzzlers. Lying Hypocrites!,793010
-1,"@LyndaMick 'Hollywood nonsense'
That is all I need to know.

If they actually believed their climate change nonsens… https://t.co/N8eL8PjVsz",810059
-1,Wait what about global warming? https://t.co/8URjzCCsEJ,59612
-1,@Pamela_Moore13 For sure Pam @Pamela_Moore13 ��... They worry about things like climate change and diets but turn th… https://t.co/zjFBoa1alO,887669
-1,RT @DougWil71: Too bad CAL can't afford to EXIT. They waste their tax revenue on giveaway programs and climate change lies so thei…,115424
-1,My beliefs on global warming are it's a scam invented by the left to exploit  economies thru income redistribution https://t.co/wbfNlHG9Ge,128131
-1,"RT @asamjulian: How Democrats Keep America Safe
1. Open borders
2. Unlimited refugees
3. Don't offend Muslims
4. Prioritize climate change…",41671
-1,@realDonaldTrump Not one penny to 'prevent' global warming. It's a wealth-distribution scam of the commies.,28310
-1,RT @S_Driscoll17: Play a college sport in the 'spring' semester and you'll never believe in global warming again,889083
-1,Now this will make the snowflakes melt some more tears! Oh happy day! Tired of fake global warming propaganda as... https://t.co/3TymH1RmNF,876178
-1,RT @Climate_Cop: #ClimateGate https://t.co/QQLAK4sCEK EPA Chief McCarthy blames Boston's 'worst winter ever' on global warming,290729
-1,@TysonSlocum UR a TOTAL IDIOT. U lost on Stossel. WHERE ARE UR facts? Plz cite ! scientific study that man is causing global warming! IDIOT!,381826
-1,RT @PrisonPlanet: A bunch of Oxford elitists want to tax the food of poor people because 'climate change'. How about fuck off instead? httpÃ¢â‚¬Â¦,182072
-1,"The earth has been here for billions of years, humans aren't causing global warming' https://t.co/NRwb5QjpXp",233503
-1,"RT @KurtSchlichter: If those of us who speak climate truth are 'Climate Deniers,' doesn't that make the climate change scammers 'Climat…",704505
-1,RT @USFreedomArmy: Climate change (proven). Man-made global warming (unproven). Separate fact from fiction at http://t.co/WG8xVIFdVZ. httpÃ¢â‚¬Â¦,345811
-1,"Even the media has begun reporting that there hasn't been any global warming since the 1990's, so eventually some..",823241
-1,Wailing about global warming is always the default position after things like getting spanked on Trumps taxes. https://t.co/EuSoIRiUs3,51154
-1,RT @sandydubya: Study: Earth cooler now than when Al Gore won Nobel Peace Prize for global warming work https://t.co/1egTHrFqMi @ScotsFyre…,259628
-1,@RexTilllerson If U want the story of the century investigate 0bama's ties to global warming &amp; carbon trading scam… https://t.co/edzmmfIqQb,409519
-1,fuck does climate change have to do with radical Islam? Syrian refugees? Do you need an adult? https://t.co/mJ7j4JkCQu,665942
-1,"RT @JaredWyand: Steve Bannon means bye bye to the climate change scheme we're spending $22,000,000,000 a year on for 'research'

https://t.Ã¢â‚¬Â¦",578512
-1,"RT @PaulCarfoot: #Solar activity, ocean cycles, &amp; water vapor explain 98% of climate change since 1900, NOT CO2! https://t.co/wz81LJh9S7 #A…",768690
-1,"RT @Trawlercap: @SteveSGoddard @JunkScience @Carbongate I hear they want to protect polar bears from “climate change” good one, fro… ",902894
